"Scrip Code","Symbol","Scrip Name","Haircut %","ISIN","Broker limit reached","Cash Equivalent","Pledge allowed"
"DS909-DP","DS909-DP","DSP MULTICAP FUND-DIRECT PLAN-IDCW PAYOUT","25","INF740KA1UD9","No","No","Yes"
"DS910-DR","DS910-DR","DSP MULTICAP FUND-DIRECT PLAN-IDCW REINVESTMENT","25","INF740KA1UE7","No","No","Yes"
"RGMTD1-GR","RGMTD1-GR","INVESCO INDIA ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH","25","INF205K01TH0","No","No","Yes"
"101A-DP","101A-DP","SBI MULTI ASSET ALLOCATION FUND REGULAR ANNUAL IDCW PAYOUT","25","INF200K01784","No","No","Yes"
"MOMAGD-GR","MOMAGD-GR","MOTILAL OSWAL MULTI ASSET FUND DIRECT GROWTH","25","INF247L01AI8","No","No","Yes"
"B201D-DP","B201D-DP","ADITYA BIRLA SUN LIFE EQUITY ADVANTAGE FUND - IDCW PAYOUT-REGULAR PLAN","25","INF209K01157","No","No","Yes"
"LCLFWD-DP","LCLFWD-DP","LIC LIQUID FUND - REGULAR PLAN - WEEKLY IDCW - PAYOUT","25","INF397L01950","No","Yes","Yes"
"8144-DR","8144-DR","ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - QUARTERLY IDCW REINVESTMENT","25","INF109K018E1","No","No","Yes"
"BJBFDG-GR","BJBFDG-GR","BAJAJ FINSERV BALANCED ADVANTAGE FUND-DIRECT PLAN-GROWTH","25","INF0QA701656","No","No","Yes"
"IC3132-DR","IC3132-DR","ICICI PRUDENTIAL PHARMA HEALTHCARE AND DIAGNOSTICS (P.H.D) FUND IDCW REINVESTMENT","25","INF109KC1GG4","No","No","Yes"
"EAAG-GR","EAAG-GR","NIPPON INDIA LARGE CAP FUND DIRECT PLAN GROWTH PLAN GROWTH","25","INF204K01XI3","No","No","Yes"
"QULCDG-GR","QULCDG-GR","QUANT LARGE CAP FUND-DIRECT PLAN-GROWTH","25","INF966L01AT0","No","No","Yes"
"CRCYGP-GR","CRCYGP-GR","CANARA ROBECO SHORT DURATION FUND REGULAR GROWTH","25","INF760K01BM2","No","No","Yes"
"LCDYGP-GR","LCDYGP-GR","LIC DIVIDEND YIELD FUND - REGULAR PLAN - GROWTH","25","INF397L01KY7","No","No","Yes"
"543300","SONACOMS","Sona BLW Precision LTD","20","INE073K01018","No","No","Yes"
"532814","INDIANB","Indian Bank","20","INE562A01011","No","No","Yes"
"BS15Z-DP","BS15Z-DP","ADITYA BIRLA SUN LIFE DIGITAL INDIA FUND - DIRECT PLAN-IDCW PAYOUT","25","INF209K01P49","No","No","Yes"
"BS380X-DP","BS380X-DP","ADITYA BIRLA SUN LIFE CREDIT RISK FUND - IDCW DIRECT","25","INF209KA1K96","No","No","Yes"
"500770","TATACHEM","Tata Chemicals Limited","20","INE092A01019","No","No","Yes"
"LCFEDP-DP","LCFEDP-DP","LIC MF FOCUSED FUND - REGULAR PLAN - IDCW - PAYOUT","25","INF397L01KB5","No","No","Yes"
"ID388-DP","ID388-DP","BANDHAN NIFTY ALPHA 50 INDEX FUND REGULAR PLAN-IDCW PAYOUT","25","INF194KB1GY4","No","No","Yes"
"DSP86-DP-Q","DSP86-DP-Q","DSP REGULAR SAVINGS FUND - IDCW - QUARTERLY PAYOUT","25","INF740K01474","No","No","Yes"
"IC3447-GR","IC3447-GR","ICICI PRUDENTIAL NIFTY PSU BOND PLUS SDL SEP 2027 40:60 INDEX FUND GROWTH","25","INF109KC1S13","No","No","Yes"
"UTIBFWID-DP","UTIBFWID-DP","UTI LOW DURATION FUND WEEKLY-REGULAR PLAN-IDCW PAYOUT","25","INF789F01PB4","No","No","Yes"
"BFDG-GR","BFDG-GR","JM AGGRESSIVE HYBRID FUND (DIRECT) - GROWTH OPTION","25","INF192K01BQ9","No","No","Yes"
"ITMDDP-DR","ITMDDP-DR","ITI MID CAP FUND- REGULAR PLAN- IDCW REINVESTMENT","25","INF00XX01911","No","No","Yes"
"800443","SGBJUN30","2.50%GOLDBONDS2030SR-I","10","IN0020220045","No","Yes","Yes"
"RLNUAG-GR","RLNUAG-GR","NIPPON INDIA NIFTY SDL PLUS G-SEC- JUN 2029 MATURITY 70:30 INDEX FUND DIRECT GROWTH","25","INF204KC1AI7","No","No","Yes"
"HSLNIDD-DR","HSLNIDD-DR","HSBC NIFTY 50 INDEX FUND  DIRECT PLAN - IDCW REINVESTENT","25","INF917K01D04","No","No","Yes"
"IC3503-GR","IC3503-GR","ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - GROWTH","25","INF109KC19J8","No","No","Yes"
"LCGLG1-DGR","LCGLG1-DGR","LIC MF GILT FUND-DIRECT - REGULAR GROWTH PLAN-GROWTH","25","INF767K01EZ3","No","Yes","Yes"
"UTSLG1-GR","UTSLG1-GR","UTI CRISIL SDL MATURITY APRIL 2033 INDEX FUND-DIRECT PLAN - GROWTH","25","INF789F1AWX3","No","No","Yes"
"BS91Z-DP","BS91Z-DP","ADITYA BIRLA SUN LIFE FRONTLINE EQUITY FUND -DIRECT PLAN-IDCW PAYOUT","25","INF209K01YX9","No","No","Yes"
"KO274-GR","KO274-GR","KOTAK BUSINESS CYCLE FUND-REGULAR PLAN-GROWTH","25","INF174KA1JK2","No","No","Yes"
"IC9642-DR","IC9642-DR","ICICI PRUDENTIAL BUSINESS CYCLE FUND DIRECT PLAN IDCW REINVESTMENT","25","INF109KC1P32","No","No","Yes"
"IC3398-GR","IC3398-GR","ICICI PRUDENTIAL COMMODITIES FUND GROWTH","25","INF109KC1F67","No","No","Yes"
"K145-DR","K145-DR","KOTAK SAVINGS FUND - MONTHLY IDCW REINVESTMENT","25","INF174K01FH7","No","No","Yes"
"532505","UCOBANK","UCO Bank","22.4","INE691A01018","No","No","Yes"
"DSP232-GR","DSP232-GR","DSP NATURAL RESOURCES AND NEW ENERGY FUND - REGULAR PLAN - GROWTH","25","INF740K01060","No","No","Yes"
"IDD300R-DR","IDD300R-DR","BANDHAN BALANCED ADVANTAGE FUND DIRECT PLAN IDCW REINVESTMENT","25","INF194KA1UJ7","No","No","Yes"
"SBD575G-GR","SBD575G-GR","SBI EQUITY MINIMUM VARIANCE FUND - DIRECT PLAN - GROWTH","25","INF200KA1A71","No","No","Yes"
"IC3216P-DP","IC3216P-DP","ICICI PRUDENTIAL ULTRA SHORT TERM FUND - WEEKLY IDCW PAYOUT","25","INF109KC1NF2","No","No","Yes"
"ICICI121-GR","ICICI121-GR","ICICI PRUDENTIAL MULTICAP FUND - GROWTH","25","INF109K01613","No","No","Yes"
"EDATMR-DR","EDATMR-DR","EDELWEISS ARBITRAGE FUND-DIRECT PLAN-MONTHLY IDCW REINVESTMENT","25","INF754K01HX9","No","No","Yes"
"CAMODG-GR","CAMODG-GR","CANARA ROBECO CORPORATE BOND FUND DIRECT GROWTH","25","INF760K01HB2","No","No","Yes"
"EDELENADR-DR","EDELENADR-DR","EDELWEISS AGGRESSIVE HYBRID FUND - IDCW REINVESTMENT PLAN","25","INF754K01186","No","No","Yes"
"ICICIVCPDP-DP","ICICIVCPDP-DP","ICICI PRUDENTIAL DEBT MANAGEMENT FUND (FOF) - IDCW PAYOUT","25","INF109K01FS0","No","No","Yes"
"BJAFRG-GR","BJAFRG-GR","BAJAJ FINSERV ARBITRAGE FUND REGULAR PLAN - GROWTH","25","INF0QA701490","No","No","Yes"
"UTISTIMR-DR","UTISTIMR-DR","UTI SHORT DURATION FUND-REGULAR PLAN MONTHLY-IDCW REINVESTMENT","25","INF789F01QC0","No","No","Yes"
"533162","HATHWAY","Hathway Cable & Datacom Limite","20","INE982F01036","No","No","Yes"
"532848","DELTACORP","Delta Corp Limited","20","INE124G01033","No","No","Yes"
"BL380B-GR","BL380B-GR","ADITYA BIRLA SUN LIFE CREDIT RISK FUND - GROWTH REGULAR","25","INF209KA1K47","No","No","Yes"
"SU82PD-GR","SU82PD-GR","SUNDARAM INFRASTRUCTURE ADVANTAGE FUND DIRECT GROWTH","25","INF903J01F92","No","No","Yes"
"544045","DOMS","DOMS Industries Limited","20","INE321T01012","No","No","Yes"
"HDHCRGR-GR","HDHCRGR-GR","HDFC NON-CYCLICAL CONSUMER FUND REGULAR PLAN GROWTH","25","INF179KC1GR6","No","No","Yes"
"SBI147RG-GR","SBI147RG-GR","SBI MAGNUM LOW DURATION FUND REGULAR GROWTH","25","INF200K01MO2","No","No","Yes"
"BS37Z-DP","BS37Z-DP","ADITYA BIRLA SUN LIFE CORPORATE BOND FUND - MONTHLY IDCW PAYOUT-DIRECT PLAN","25","INF209K01N90","No","No","Yes"
"523405","JMFINANCIL","JM Financial Limited","22.49","INE780C01023","No","No","Yes"
"SUFCGP-GR","SUFCGP-GR","SUNDARAM FLEXI CAP FUND REGULAR GROWTH","25","INF903JA1LB8","No","No","Yes"
"543243","EQUITASBNK","Equitas Small Finance Bank","20","INE063P01018","No","No","Yes"
"RGFGF-DR","RGFGF-DR","INVESCO INDIA LARGE & MID CAP FUND - IDCW REINVESTMENT","25","INF205K01254","No","No","Yes"
"RGIFD2-DR","RGIFD2-DR","INVESCO INDIA FOCUSED FUND DIRECT PLAN IDCW REINVESTMENT","25","INF205KA1221","No","No","Yes"
"SUUTZG-GR","SUUTZG-GR","SUNDARAM ULTRA SHORT DURATION FUND  - DIRECT PLAN  GROWTH","25","INF173K01HI3","No","No","Yes"
"BPMCRD-DP","BPMCRD-DP","BARODA BNP PARIBAS MID CAP FUND IDCW PAYOUT","25","INF251K01AX1","No","No","Yes"
"TAFOGZ-GR","TAFOGZ-GR","TATA NIFTY INDIA DIGITAL ETF FUND OF FUND DIRECT PLAN GROWTH","25","INF277KA1430","No","No","Yes"
"BS85IFZ-DP","BS85IFZ-DP","ADITYA BIRLA SUN LIFE BANKING AND PSU DEBT FUND - IDCW PAYOUT- DIRECT PLAN","25","INF209KA12Z1","No","No","Yes"
"DS711-GR","DS711-GR","DSP SHORT TERM FUND - DIRECT PLAN - GROWTH","25","INF740K01NJ5","No","No","Yes"
"ID385-GR","ID385-GR","BANDHAN RETIREMENT FUND REGULAR PLAN-GROWTH","25","INF194KB1GN7","No","No","Yes"
"540173","PNBHOUSING","PNB HOUSING FIN LTD.","21.5","INE572E01012","No","No","Yes"
"IFM-DP","IFM-DP","TATA EQUITY SAVINGS FUND REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF277K01EE8","No","No","Yes"
"BS85NDD-DP","BS85NDD-DP","ADITYA BIRLA SUN LIFE BANKING AND PSU DEBT FUND - MONTHLY IDCW PAYOUT-REGULAR PLAN","25","INF209K01LU2","No","No","Yes"
"EAAD-DR","EAAD-DR","NIPPON INDIA LARGE CAP FUND DIRECT PLAN DIVIDEND PLAN IDCW REINVESTMENT","25","INF204K01XH5","No","No","Yes"
"YE1039-DR","YE1039-DR","WHITEOAK CAPITAL FLEXI CAP FUND DIRECT PLAN - IDCW REINVESTMENT","25","INF03VN01548","No","No","Yes"
"RLNLDR-DP","RLNLDR-DP","NIPPON INDIA NIVESH LAKSHYA FUND - DIVIDEND PLAN IDCW PAYOUT","25","INF204KB1ZC8","No","No","Yes"
"532790","TANLA","Tanla Solutions Limited","20","INE483C01032","No","No","Yes"
"KM36DP-DP","KM36DP-DP","KOTAK EQUITY SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW PAYOUT","25","INF174K01C86","No","No","Yes"
"MAFICRG-GR","MAFICRG-GR","MIRAE ASSET GREAT CONSUMER FUND - REGULAR PLAN GROWTH OPTION","25","INF769K01135","No","No","Yes"
"RLONMP-DR","RLONMP-DR","NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW REINVESTMENT","25","INF204KB1R07","No","Yes","Yes"
"BS58Y-GR","BS58Y-GR","ADITYA BIRLA SUN LIFE RETIREMENT FUND - THE 50S PLUS - DEBT PLAN DIRECT GROWTH","25","INF209KB1K03","No","No","Yes"
"HS01DP-DP","HS01DP-DP","HSBC CORPORATE BOND FUND DIRECT PLAN - QUARTERLY IDCW PAYOUT","25","INF917K01HP8","No","No","Yes"
"RLLFAD-DR","RLLFAD-DR","NIPPON INDIA LIQUID FUND - DIRECT DAILY IDCW REINVESTMENT","25","INF204K01ZG2","No","Yes","Yes"
"JMLFDG-GR","JMLFDG-GR","JM LIQUID FUND (DIRECT) - GROWTH OPTION","25","INF192K01CM6","No","Yes","Yes"
"CACFDG-GR","CACFDG-GR","CANARA ROBECO CONSUMER TRENDS FUND DIRECTGROWTH","25","INF760K01DU1","No","No","Yes"
"UTICODPD-DP","UTICODPD-DP","UTI CREDIT RISK FUND-REGULAR PLAN QUARTERLY DIVIDEND-IDCW PAYOUT","25","INF789F01RA2","No","No","Yes"
"QUCND1-DR","QUCND1-DR","QUANT CONSUMPTION FUND DIRECT PLAN-IDCW REINVESTMENT","25","INF966L01DP2","No","No","Yes"
"HDHGARG-GR","HDHGARG-GR","HDFC NIFTY G-SEC APR 2029 INDEX FUND REGULAR PLAN GROWTH","25","INF179KC1FR8","No","Yes","Yes"
"AXIMDP-DP","AXIMDP-DP","AXIS INDIA MANUFACTURING FUND-REGULAR PLAN-IDCW PAYOUT","25","INF846K014S8","No","No","Yes"
"BS117B-GR","BS117B-GR","ADITYA BIRLA SUN LIFE MULTI ASSET ALLOCATION FUND- REGULAR PLAN GROWTH","25","INF209KB12R6","No","No","Yes"
"AXSSD1-DP","AXSSD1-DP","AXIS INNOVATION FUND DIRECT IDCW PAYOUT","25","INF846K01X89","No","No","Yes"
"SGBSEP31II","SGBSEP31II","2.50%GOLDBONDS2031SR-II","10","IN0020230093","No","Yes","Yes"
"8098-DR","8098-DR","ICICI PRUDENTIAL LIQUID FUND - DIRECT PLAN - WEEKLY IDCW REINVESTMENT","25","INF109K01Q98","No","Yes","Yes"
"ITELGP-GR","ITELGP-GR","ITI ELSS TAX SAVER FUND REGULAR PLAN GROWTH","25","INF00XX01374","No","No","Yes"
"HDHGPDG-GR","HDHGPDG-GR","HDFC NIFTY SDL PLUS G-SEC JUN 2027 40:60 INDEX FUND-DIRECT PLAN-GROWTH","25","INF179KC1GA2","No","No","Yes"
"SULFPG-GR","SULFPG-GR","SUNDARAM LIQUID FUND  - REGULAR PLAN  GROWTH","25","INF173K01DA9","No","Yes","Yes"
"IC3438-DR","IC3438-DR","ICICI PRUDENTIAL QUANT FUND - REGULAR PLAN -  IDCW REINVESTMENT","25","INF109KC1O41","No","No","Yes"
"500049","BEL","Bharat Electronics Limited","18.05","INE263A01024","No","No","Yes"
"BS44NRD-DR","BS44NRD-DR","ADITYA BIRLA SUN LIFE LOW DURATION FUND - WEEKLY IDCW REINVESTMENT-REGULAR PLAN","25","INF209KA1LQ4","No","No","Yes"
"DS605-DP","DS605-DP","DSP QUANT FUND - REG - IDCW PAYOUT","25","INF740KA1NO1","No","No","Yes"
"ITSCD1-DR","ITSCD1-DR","ITI SMALL CAP FUND DIRECT PLAN IDCW REINVESTMENT","25","INF00XX01762","No","No","Yes"
"54","54","HDFC LOW DURATION FUND - REGULAR PLAN - GROWTH","25","INF179K01442","No","No","Yes"
"KO189D-DR","KO189D-DR","KOTAK EQUITY ARBITRAGE FUND - DIRECT PLAN- MONTHLY IDCW REINVESTMENT","25","INF174K01LE2","No","No","Yes"
"AFAD-DP","AFAD-DP","NIPPON INDIA ARBITRAGE FUND DIRECT PLAN DIVIDEND PLAN IDCW PAYOUT","25","INF204K01YA8","No","No","Yes"
"UTEYG1-GR","UTEYG1-GR","UTI FOCUSED FUND - DIRECT PLAN GROWTH","25","INF789F1AVA3","No","No","Yes"
"FR040P-DP","FR040P-DP","FRANKLIN INDIA CORPORATE DEBT FUND- PLAN A - QUARTERLY IDCW PAYOUT","25","INF090I01DL6","No","No","Yes"
"IC9644P-DP","IC9644P-DP","ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF FOF DIRECT PLAN IDCW PAYOUT","25","INF109KC1Q07","No","No","Yes"
"IC9673-GR","IC9673-GR","ICICI PRUDENTIAL SILVER ETF FUND OF FUND DIRECT PLAN GROWTH","25","INF109KC1Y98","No","No","Yes"
"K168SF-GR","K168SF-GR","KOTAK FLEXICAP FUND - GROWTH","25","INF174K01336","No","No","Yes"
"UTNYGP-GR","UTNYGP-GR","UTI NIFTY NEXT 50 INDEX FUND - REGULAR GROWTH PLAN","25","INF789FC11T3","No","No","Yes"
"D51-GR","D51-GR","BANDHAN ALL SEASONS BOND FUND-DIRECT PLAN-GROWTH","25","INF194K01U72","No","No","Yes"
"538562","SKIPPER","SKIPPER LIMITED","28.6","INE439E01022","No","No","Yes"
"HDGFGPG-GR","HDGFGPG-GR","HDFC LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH","25","INF179KA1RT1","No","No","Yes"
"BPMARD-DP","BPMARD-DP","BARODA BNP PARIBAS MULTI ASSET FUND REGULAR IDCW - PAYOUT","25","INF251K01RD7","No","No","Yes"
"ICICI1262-GR","ICICI1262-GR","ICICI PRUDENTIAL BOND FUND - GROWTH","25","INF109K01BO8","No","No","Yes"
"QUPUGP-GR","QUPUGP-GR","QUANT PSU FUND - REGULAR PLAN - GROWTH","25","INF966L01DQ0","No","No","Yes"
"BS250Y-GR","BS250Y-GR","ADITYA BIRLA SUN LIFE MANUFACTURING EQUITY FUND-DIRECT GROWTH","25","INF209KA1YK0","No","No","Yes"
"543994","JSWINFRA","JSW Infrastructure Limited","20","INE880J01026","No","No","Yes"
"ITBSGP-GR","ITBSGP-GR","ITI BANKING AND PSU DEBT FUND REGULAR PLAN GROWTH","25","INF00XX01838","No","No","Yes"
"SUBCDP-DR","SUBCDP-DR","SUNDARAM LARGE CAP FUND - REGULAR PLAN IDCW REINVESTMENT","25","INF903JA1JB2","No","No","Yes"
"8193-DR","8193-DR","ICICI PRUDENTIAL EXPORTS AND SERVICES - DIRECT PLAN - IDCW REINVESTMENT","25","INF109K01W17","No","No","Yes"
"BS60Y-GR","BS60Y-GR","ADITYA BIRLA SUNLIFE LIFE PHARMA AND HEALTHCARE FUND DIRECT GROWTH","25","INF209KB1O25","No","No","Yes"
"SBD007-DR","SBD007-DR","SBI ESG EXCLUSIONARY STRATEGY FUND DIRECT IDCW REINVESTMENT","25","INF200K01SD2","No","No","Yes"
"007-DP","007-DP","SBI ESG EXCLUSIONARY STRATEGY FUND REGULAR IDCW PAYOUT","25","INF200K01198","No","No","Yes"
"HDFCMTOD-DP","HDFCMTOD-DP","HDFC CORPORATE BOND FUND - QUARTERLY IDCW PAYOUT OPTION","25","INF179K01DD0","No","No","Yes"
"500238","WHIRLPOOL","WHIRLPOOL OF INDIA LTD","20","INE716A01013","No","No","Yes"
"KO255MP-DP","KO255MP-DP","KOTAK LOW DURATION FUND - DIRECT PLAN - STANDARD - IDCW PAYOUT","25","INF178L01AZ9","No","No","Yes"
"543441","CMSINFO","CMS Info Systems Limited","20","INE925R01014","No","No","Yes"
"D206-DP","D206-DP","BANDHAN FOCUSED EQUITY FUND-DIRECT PLAN-IDCW PAYOUT","25","INF194K01W39","No","No","Yes"
"S94-GR","S94-GR","SUNDARAM GLOBAL BRAND FUND GROWTH","25","INF903J01EX1","No","No","Yes"
"QUIBGP-GR","QUIBGP-GR","QUANT SMALL CAP FUND REGULAR PLAN - GROWTH","25","INF966L01AA0","No","No","Yes"
"MHMFERG-GR","MHMFERG-GR","MAHINDRA MANULIFE FOCUSED FUND - REGULAR PLAN - GROWTH","25","INF174V01AD4","No","No","Yes"
"HSFCPAD-DR","HSFCPAD-DR","HSBC AGGRESSIVE HYBRID FUND - ANNUAL IDCW REINVESTMENT","25","INF917K01TV1","No","No","Yes"
"HSHMCDP-DP","HSHMCDP-DP","HSBC MULTI CAP FUND DIRECT PLAN - IDCW PAYOUT","25","INF336L01QO3","No","No","Yes"
"512179","SUNTECK","Sunteck Realty Limited","20","INE805D01034","No","No","Yes"
"KO178DD-DP","KO178DD-DP","KOTAK FLEXICAP FUND - DIRECT PLAN - IDCW PAYOUT","25","INF174K01LQ6","No","No","Yes"
"UTASD1-DP","UTASD1-DP","UTI TRANSPORTATION AND LOGISTICS FUND-DIRECT DIVIDEND PLAN-IDCW PAYOUT","25","INF789F01SF9","No","No","Yes"
"EDO5D2-DP","EDO5D2-DP","BHARAT BOND FOF - APRIL 2025 - DIRECT PLAN - IDCW PAYOUT","25","INF754K01LJ0","No","No","Yes"
"AXRDDG-GR","AXRDDG-GR","AXIS RETIREMENT FUND - DYNAMIC PLAN - DIRECT PLAN - GROWTH","25","INF846K01T28","No","No","Yes"
"UTNWGP-GR","UTNWGP-GR","UTI NIFTY 50 EQUAL WEIGHT INDEX FUND - REGULAR PLAN - GROWTH","25","INF789F1AYQ3","No","No","Yes"
"500820","ASIANPAINT","Asian Paints Limited","15","INE021A01026","No","No","Yes"
"YED110G-GR","YED110G-GR","WHITEOAK CAPITAL PHARMA AND HEALTHCARE FUND - DIRECT PLAN - GROWTH","25","INF03VN01886","No","No","Yes"
"BFAD-DR","BFAD-DR","NIPPON INDIA BANKING AND FINANCIAL SERVICES FUND DIRECT PLAN DIVIDEND PLAN IDCW REINVESTMENT","25","INF204K01XN3","No","No","Yes"
"532830","ASTRAL","Astral Poly Technik Limited","20","INE006I01046","No","No","Yes"
"MAUSD1-GR","MAUSD1-GR","MIRAE ASSET ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH","25","INF769K01GK6","No","No","Yes"
"IC25-DR","IC25-DR","ICICI PRUDENTIAL ALL SEASONS BOND FUND - WEEKLY IDCW REINVESTMENT","25","INF109K01704","No","No","Yes"
"BPCHRM-DP","BPCHRM-DP","BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND MONTHLY IDCW PAYOUT","25","INF251K01852","No","No","Yes"
"IFDQB-DP","IFDQB-DP","BANDHAN DYNAMIC BOND FUND - QUARTERLY - IDCW PAYOUT","25","INF194K01QI0","No","No","Yes"
"MAMCD2-DP","MAMCD2-DP","MIRAE ASSET MIDCAP FUND - DIRECT PLAN - IDCW PAYOUT","25","INF769K01EZ9","No","No","Yes"
"293G","293G","ADITYA BIRLA SUN LIFE INFRASTRUCTURE FUND - GROWTH","25","INF209K01504","No","No","Yes"
"KO487D-GR","KO487D-GR","KOTAK PIONEER FUND - DIRECT PLAN - GROWTH","25","INF174KA1EZ1","No","No","Yes"
"DFG","DFG","ICICI PRUDENTIAL VALUE DISCOVERY FUND - GROWTH","25","INF109K01AF8","No","No","Yes"
"DS797-DR","DS797-DR","DSP STRATEGIC BOND FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF740K01QK6","No","No","Yes"
"RMFAF-DP","RMFAF-DP","NIPPON INDIA ARBITRAGE FUND - IDCW PAYOUT","25","INF204K01IZ8","No","No","Yes"
"HSLRCDG-GR","HSLRCDG-GR","HSBC MEDIUM DURATION FUND DIRECT GROWTH","25","INF917K01TK4","No","No","Yes"
"RELRSFD-DP","RELRSFD-DP","NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW PLAN PAYOUT","25","INF204K01FR1","No","No","Yes"
"8183-DR","8183-DR","ICICI PRUDENTIAL INFRASTRUCTURE FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109K017M6","No","No","Yes"
"MASQD2-DR","MASQD2-DR","MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF FUND OF FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF769K01LI0","No","No","Yes"
"ICICI122P-DP","ICICI122P-DP","ICICI PRUDENTIAL MULTICAP FUND - IDCW PAYOUT","25","INF109K01FK7","No","No","Yes"
"MODEGP-GR","MODEGP-GR","MOTILAL OSWAL BALANCE ADVANTAGE FUND - REGULAR GROWTH","25","INF247L01585","No","No","Yes"
"BS261DZ-DP","BS261DZ-DP","ADITYA BIRLA SUN LIFE DIVIDEND YIELD FUND - DIRECT PLAN-IDCW PAYOUT","25","INF209K01Q55","No","No","Yes"
"SBD473R-DP","SBD473R-DP","SBI EQUITY SAVINGS FUND - DIRECT PLAN - QUARTERLY IDCW PAYOUT","25","INF200KA1DI7","No","No","Yes"
"EDLMRG-GR","EDLMRG-GR","EDELWEISS NIFTY LARGE MID CAP 250 INDEX FUND - REGULAR PLAN - GROWTH","25","INF754K01NN8","No","No","Yes"
"HDFCIFDR-DR","HDFCIFDR-DR","HDFC INCOME FUND - REGULAR PLAN - QUARTERLY IDCW REINVESTMENT","25","INF179K01954","No","No","Yes"
"SBD055D-DP","SBD055D-DP","SBI NIFTY INDEX FUND - DIRECT PLAN - IDCW PAYOUT","25","INF200K01TC2","No","No","Yes"
"IF259-DP","IF259-DP","BANDHAN BOND FUND - MEDIUM TERM PLAN - QUARTERLY - IDCW PAYOUT","25","INF194K01JZ9","No","No","Yes"
"IC3546P-DP","IC3546P-DP","ICICI PRUDENTIAL NIFTY LARGEMIDCAP 250 INDEX FUND - REGULAR PLAN - IDCW PAYOUT","25","INF109KC16U1","No","No","Yes"
"SBD101Q-DR","SBD101Q-DR","SBI MULTI ASSET ALLOCATION FUND DIRECT QUARTERLY IDCW REINVESTMENT","25","INF200K01UD8","No","No","Yes"
"544089","LIQUIDCASE","ZERODHAAMC - LIQUIDCASE","8","INF0R8F01034","No","Yes","Yes"
"IC9692-DR","IC9692-DR","ICICI PRUDENTIAL PSU EQUITY FUND - DIRECT PLAN - IDCW REINVESTMENT","25","INF109KC14I1","No","No","Yes"
"HDFCMCOG-GR","HDFCMCOG-GR","HDFC MID-CAP OPPORTUNITIES FUND - GROWTH OPTION","25","INF179K01CR2","No","No","Yes"
"BPFODG-GR","BPFODG-GR","BARODA BNP PARIBAS FOCUSED FUND DIRECT GROWTH","25","INF251K01PN0","No","No","Yes"
"SBD101R-DP","SBD101R-DP","SBI MULTI ASSET ALLOCATION FUND DIRECT QUARTERLY IDCW PAYOUT","25","INF200K01UC0","No","No","Yes"
"BPMCRG-GR","BPMCRG-GR","BARODA BNP PARIBAS MID CAP FUND GROWTH","25","INF251K01AW3","No","No","Yes"
"SGBMAR30X","SGBMAR30X","2.50%GOLDBONDS2030SR-X","10","IN0020210319","No","Yes","Yes"
"INVDDG-GR","INVDDG-GR","GROWW VALUE FUND - DIRECT PLAN - GROWTH OPTION","25","INF666M01BE4","No","No","Yes"
"RC353-DR","RC353-DR","NIPPON INDIA LOW DURATION FUND - DAILY IDCW REINVESTMENT","25","INF204K01EX2","No","No","Yes"
"UTMCD1-DP","UTMCD1-DP","UTI MID CAP FUND-DIRECT PLAN-IDCW PAYOUT","25","INF789F01TY8","No","No","Yes"
"TAMSGZ-GR","TAMSGZ-GR","TATA NIFTY MIDSMALL HEALTHCARE INDEX FUND - DIRECT PLAN - GROWTH","25","INF277KA1BG3","No","No","Yes"
"IDDSTF-DR","IDDSTF-DR","BANDHAN BOND FUND - SHORT TERM PLAN-FORTNIGHTLY IDCW REINVESTMENT-(DIRECT PLAN)","25","INF194K01U49","No","No","Yes"
"BSL293RD-DR","BSL293RD-DR","ADITYA BIRLA SUN LIFE INFRASTRUCTURE FUND -IDCW REINVESTMENT","25","INF209K01CT3","No","No","Yes"
"BJMARD-DP","BJMARD-DP","BAJAJ FINSERV MULTI ASSET ALLOCATION FUND - REGULAR PLAN - IDCW PAYOUT","25","INF0QA701805","No","No","Yes"
"HSLEBDG-GR","HSLEBDG-GR","HSBC SMALL CAP FUND DIRECT GROWTH","25","INF917K01QA1","No","No","Yes"
"RLNJGP-GR","RLNJGP-GR","NIPPON INDIA NIFTY SDL PLUS G-SEC-JUN 2028 MATURITY 70:30 INDEX FUND GROWTH","25","INF204KC1717","No","No","Yes"
"PHDP-DR","PHDP-DR","NIPPON INDIA PHARMA FUND - IDCW REINVESTMENT OPTION","25","INF204K01943","No","No","Yes"
